,avg_log_income,log_income_per_capita,migrated_yn,income_satisfaction,income_sufficiency_6m,econ_condition,country
2273,,1.041453874710514,0,2,5,2,HND
2279,4.394449154672439,3.044522437723423,1,3,5,1,SLV
2281,,1.1631508098056809,0,3,5,1,SLV
2285,4.61512051684126,2.8716796250726913,0,3,5,3,SLV
2291,4.110873864173311,2.772588722239781,0,4,5,3,SLV
2296,4.795790545596741,3.2188758248682006,0,3,4,2,SLV
2313,5.707110264748875,4.330733340286331,0,3,5,2,SLV
2314,5.303304908059076,5.303304908059076,0,3,5,2,SLV
2328,3.4339872044851463,2.1400661634962708,0,2,5,1,SLV
2338,5.5254529391317835,3.9318256327243257,0,4,5,1,SLV
2339,4.110873864173311,2.772588722239781,0,2,5,2,SLV
2346,3.1385531846838814,4.678420647727684,1,3,3,1,HND
2347,,1.5404450410185773,1,1,3,1,HND
2350,,1.3217558399823195,0,1,2,1,HND
2353,2.6797758216364578,4.703506086406838,0,2,1,2,HND
2356,,1.5404450410185773,0,2,2,1,HND
2359,5.993961427306569,4.214593690422939,0,2,2,2,SLV
2364,6.2166061010848646,4.836281906951478,1,4,2,2,SLV
2382,5.860786223465865,3.9318256327243257,0,3,4,2,SLV
2383,6.68586094706836,5.303304908059076,0,4,4,2,SLV
2385,5.484796933490655,4.394449154672439,0,2,3,2,SLV
2386,4.394449154672439,3.32022831924897,0,2,4,3,SLV
2392,4.61512051684126,3.9318256327243257,1,4,5,1,SLV
2394,5.771441123130016,4.679040034864144,0,2,2,2,SLV
2395,5.564520407322694,3.970291913552122,0,3,4,2,SLV
2396,6.55250788703459,5.860786223465865,1,1,1,2,SLV
2397,5.017279836814924,2.9831534913471307,1,3,5,2,SLV
2403,5.017279836814924,3.4339872044851463,1,4,5,1,SLV
2404,5.993961427306569,3.9318256327243257,0,3,5,3,SLV
2407,5.198497031265826,3.828641396489095,0,3,2,1,SLV
2408,5.303304908059076,3.9318256327243257,0,3,5,2,SLV
2422,,1.3217558399823195,0,2,4,1,HND
2425,,1.8718021769015913,0,3,3,2,SLV
2434,4.110873864173311,2.772588722239781,0,4,5,1,SLV
2444,2.6797758216364578,4.198704577546343,1,1,2,2,HND
2455,2.6727728068373056,3.5742165458872543,0,3,5,2,GT
2459,3.546744297893192,4.473541743547678,0,4,5,2,GT
2461,2.882007990008322,3.295836866004329,0,2,5,1,GT
2462,3.942556866126234,4.875197323201151,0,2,4,2,GT
2468,4.00588224221447,4.653960350157523,1,2,1,1,GT
2471,,1.1631508098056809,1,2,2,2,GT
2474,5.564520407322694,4.473541743547678,1,3,2,1,SLV
2476,5.993961427306569,4.900324273030434,0,3,5,3,SLV
2490,3.3380320683540994,4.884315927417586,1,2,2,2,HND
2496,2.6797758216364578,4.0193815238085255,1,3,2,1,HND
2500,,1.8718021769015913,0,3,4,3,GT
2503,,0.9444616086741848,0,1,1,3,GT
2505,,0.7419373447293773,1,4,4,1,GT
2511,4.093932477326782,4.7427558489406545,0,2,1,1,GT
2512,3.764107513021929,5.096812990337308,0,2,2,1,GT
2513,2.882007990008322,3.295836866004329,1,3,3,3,GT
2516,4.62595742643283,5.278114659230517,0,4,2,1,GT
2517,2.407849924074249,3.0204248861443626,0,3,4,1,GT
2518,4.337138551474499,4.4331949212482815,0,1,3,1,GT
2519,4.77870794459833,4.6260615449106535,1,1,2,3,GT
2523,3.3307794953236574,3.751854253275325,1,2,2,3,GT
2528,4.62595742643283,5.056245805348308,0,2,2,2,GT
2531,3.4445807011871796,4.3694478524670215,0,2,2,2,GT
2532,3.546744297893192,4.473541743547678,0,2,2,2,GT
2533,3.471116650577138,4.112920947795036,0,2,2,2,GT
2535,3.4445807011871796,4.085976312551584,0,2,2,2,GT
2543,3.38929806476898,3.4834354798552676,0,2,2,2,GT
2544,3.546744297893192,3.7917368394784563,1,2,2,2,GT
2546,2.9053332741363134,3.5355097192697493,0,4,5,1,GT
2547,2.6727728068373056,3.295836866004329,1,3,5,2,GT
2557,,1.5404450410185773,0,4,5,1,HND
2558,,0.8649974374866045,1,3,3,2,HND
2559,2.889108738400512,4.924835304535054,1,2,5,2,HND
2566,3.546744297893192,3.3974868023027947,0,3,3,1,GT
2569,3.4445807011871796,4.3694478524670215,0,3,5,1,GT
2577,2.0529579262008597,4.418840607796598,1,2,5,1,HND
2578,,1.5404450410185773,1,4,5,1,HND
2582,,1.3217558399823195,0,3,3,2,HND
2588,2.882007990008322,3.5115454388310208,0,3,2,1,GT
2589,4.093932477326782,4.7427558489406545,0,2,2,1,GT
2595,4.225377502980135,3.713572066704308,1,2,3,2,GT
2598,3.764107513021929,4.010358906209431,1,3,3,2,GT
2600,3.942556866126234,4.03802613155631,0,4,5,1,GT
2612,5.7255147422664,,0,2,2,2,HND
2624,1.8071707693989334,2.5877640352277083,0,4,5,1,HND
2635,,0.9444616086741848,0,2,1,3,HND
2644,5.860786223465865,4.483002552013883,0,2,5,1,SLV
2651,5.860786223465865,4.2626798770413155,0,2,5,2,SLV
2654,6.398594934535208,4.795790545596741,0,3,2,2,SLV
2670,,0.7419373447293773,0,2,5,2,GT
2671,,1.3217558399823195,0,3,5,2,GT
2672,2.4159046711167216,3.9160150266976834,0,2,1,2,HND
2673,2.0541150157088266,3.3440389677045594,0,1,1,2,HND
2674,1.4815968136216326,2.542726220339748,0,2,1,2,HND
2689,5.028075787343936,5.278114659230517,1,1,1,3,GT
2692,1.9387330983889748,3.2155369237364653,0,1,1,2,HND
2695,,1.1631508098056809,1,3,5,1,HND
2698,4.778631439299796,4.7427558489406545,0,3,5,1,GT
2707,,1.5404450410185773,1,2,5,1,HND
2708,1.4815968136216326,3.3440389677045594,0,2,5,1,HND
2718,3.5466693674775756,4.473541743547678,1,3,3,2,GT
2723,1.8082804104885772,3.068052935133617,0,3,5,1,HND
2724,0.6151810444850837,1.62924053973028,0,4,5,2,HND
2728,,1.3217558399823195,0,3,3,1,HND
2732,1.4815968136216326,2.0583881324394504,0,3,5,2,HND
2733,,1.3217558399823195,0,3,5,2,HND
2734,1.8082804104885772,3.242592351485517,1,2,2,1,HND
2736,2.4159046711167216,3.3440389677045594,0,2,5,2,HND
2739,1.4815968136216326,3.068052935133617,1,3,2,2,HND
2740,1.2669404203629342,1.6850753266662104,1,3,5,1,HND
2741,0.9932454766941653,2.4203681286504293,1,3,5,1,HND
2743,1.4815968136216326,2.4203681286504293,1,2,5,2,HND
2745,1.4815968136216326,2.4203681286504293,1,2,5,3,HND
2749,0.9932454766941653,1.7147984281719266,1,3,5,1,HND
2751,1.4815968136216326,2.542726220339748,0,2,5,2,HND
2754,0.9932454766941653,1.62924053973028,1,3,5,2,HND
2760,3.063381389272089,4.820281565605037,0,1,2,2,HND
2763,3.277135110304369,5.041810911564705,1,2,3,2,HND
2765,,0.7985076961177716,0,2,5,1,HND
2769,1.9387330983889748,3.607533814659984,0,3,5,2,HND
2774,3.063381389272089,4.820281565605037,0,1,1,2,HND
2776,,1.3217558399823195,0,2,2,2,HND
2777,,1.1631508098056809,1,2,5,1,HND
2781,,1.3217558399823195,0,3,2,1,HND
2784,2.7485427845726025,4.49032034430915,0,3,3,2,HND
2801,3.9318256327243257,2.6026896854443837,0,2,2,1,SLV
2803,,1.3217558399823195,0,4,5,1,SLV
2805,4.394449154672439,3.32022831924897,0,2,5,2,SLV
2806,4.795790545596741,3.4339872044851463,0,3,5,3,SLV
2809,0.9932454766941653,1.9252908618317444,1,4,5,1,HND
2816,5.081404364984463,3.995137912077303,0,3,4,1,SLV
2819,4.875197323201151,4.189654742026425,0,4,5,1,SLV
2820,,1.1631508098056809,0,2,1,2,SLV
2823,0.9932454766941653,2.4203681286504293,1,3,4,1,HND
2827,4.61512051684126,3.258096538021482,0,3,4,2,SLV
2828,5.303304908059076,3.9318256327243257,0,2,4,2,SLV
2847,6.68586094706836,5.303304908059076,0,1,5,3,SLV
2859,,1.1631508098056809,0,2,5,2,SLV
2861,,1.5404450410185773,0,4,5,3,SLV
2862,5.303304908059076,4.214593690422939,0,4,5,2,SLV
2864,,1.041453874710514,0,2,5,1,SLV
2866,,0.8649974374866045,0,1,1,1,SLV
2869,,1.8718021769015913,0,4,2,2,SLV
2872,,1.5404450410185773,0,3,2,2,SLV
2875,5.5254529391317835,4.151039905898646,0,4,5,2,SLV
2877,4.875197323201151,3.1208954166550558,0,2,5,3,SLV
2879,4.61512051684126,3.044522437723423,1,3,2,3,SLV
2880,4.61512051684126,3.044522437723423,0,2,3,1,SLV
2890,2.251282851198046,4.238925790985132,1,4,2,1,HND
2893,2.251282851198046,2.819545705373424,1,3,2,1,HND
2894,2.4159046711167216,3.9160150266976834,1,2,5,1,HND
2896,2.5572180865188763,4.571268634346893,0,2,2,3,HND
2897,2.251282851198046,3.9560398908449206,1,4,5,1,HND
2911,4.836281906951478,2.936891773682573,0,2,5,2,SLV
2920,4.330733340286331,3.258096538021482,1,4,5,1,SLV
2923,4.110873864173311,2.5649493574615367,0,3,5,1,SLV
2925,4.61512051684126,3.258096538021482,0,3,5,2,SLV
2937,5.707110264748875,3.6506582412937387,0,3,4,2,SLV
2942,5.017279836814924,4.330733340286331,1,4,5,1,SLV
2943,4.61512051684126,2.6026896854443837,0,3,5,2,SLV
2945,5.017279836814924,3.110335656356689,1,3,5,2,SLV
2947,0.0,0.0,0,4,5,1,SLV
2949,6.55250788703459,4.61512051684126,1,2,3,1,SLV
2952,5.303304908059076,3.1451096745328977,0,2,4,2,SLV
2967,4.61512051684126,3.258096538021482,0,4,5,1,SLV
2981,,1.3217558399823195,1,4,5,2,HND
2982,,1.041453874710514,0,2,5,99,HND
2983,2.3787960454765966,3.6978391954854084,0,4,3,1,HND
2990,1.4815968136216326,3.3440389677045594,0,3,4,1,HND
2991,,1.5404450410185773,1,3,5,3,HND
2992,,1.1631508098056809,0,3,5,1,HND
2994,1.6582199813326706,3.2818506240295893,0,2,3,2,HND
2995,,1.041453874710514,1,2,2,2,HND
2997,5.5254529391317835,3.7534179753296324,1,3,5,1,SLV
2998,4.7535901911063645,2.8581108957599106,1,2,3,2,SLV
3011,,1.041453874710514,1,2,2,1,HND
3013,,1.5404450410185773,0,3,3,2,HND
3018,3.1471554070062653,4.505533995849571,0,2,5,1,HND
3026,2.881935158550927,3.5115454388310208,0,2,4,1,GT
3028,1.4747071723083793,1.824549292051046,0,2,4,1,GT
3044,,1.1631508098056809,0,2,5,1,GT
3045,2.548987722562021,3.4446824934955114,0,2,5,1,GT
3046,3.9424812089123504,4.590056548178043,1,3,5,3,GT
3052,2.4077797148922633,2.6390573296152584,0,4,3,2,GT
3053,,1.8718021769015913,0,4,5,2,GT
3056,3.389223513504308,3.8110970868381857,0,3,5,1,GT
3068,,1.1631508098056809,0,3,5,1,GT
3072,6.045525320989053,6.142651656251624,1,1,1,2,GT
3074,3.7640321482127375,3.8592248198912955,0,2,2,1,GT
3096,3.7640321482127375,4.409763389645481,0,2,3,3,GT
3100,2.881935158550927,4.189654742026425,0,3,4,1,GT
3101,3.268548266383154,4.189654742026425,0,2,2,2,GT
3109,3.3307051009084687,4.253245844760563,1,3,4,1,GT
3111,4.093856609859374,5.028256895664416,0,3,4,1,GT
3112,2.881935158550927,4.189654742026425,0,3,4,1,GT
3113,3.9424812089123504,4.590056548178043,1,2,3,2,GT
3127,2.8903623134071212,4.639571612705423,0,1,1,2,HND
3132,2.415597121027569,4.135166556742356,0,2,5,3,HND
3134,4.225324285438801,4.875197323201151,1,2,3,2,GT
3136,2.2433217005344064,2.6390573296152584,0,2,4,2,GT
3139,3.546691847191796,3.5115454388310208,1,4,5,1,GT
3146,4.911134318494713,5.160969175205609,0,1,1,1,GT
3150,1.4813358684713678,2.856470206220483,1,4,5,1,HND
3151,2.0538206108353765,4.418840607796598,0,4,5,1,HND
3152,6.90875477931522,5.5254529391317835,1,3,5,1,SLV
3154,4.976733742420574,3.3945083935113587,0,1,2,2,SLV
3155,,1.3217558399823195,0,4,5,1,HND
3156,0.0,0.0,0,4,5,1,HND
3157,3.2768101487232153,5.041810911564705,0,4,5,1,HND
3158,2.890043370649641,4.238925790985132,1,4,5,1,HND
3160,5.303304908059076,4.214593690422939,1,3,5,2,SLV
3161,3.9318256327243257,2.6026896854443837,1,2,2,2,SLV
3166,5.484796933490655,4.110873864173311,0,3,5,1,SLV
3172,1.4813358684713678,2.856470206220483,0,2,5,2,HND
3173,2.6207164085058903,4.639571612705423,1,2,5,1,HND
3174,1.7506501417649767,3.0023768161070965,1,2,5,3,HND
3175,2.415597121027569,3.9160150266976834,0,3,5,1,HND
3177,0.9930328601617253,2.6855773454774243,0,4,5,1,HND
3180,2.6806976406517764,4.418840607796598,1,2,5,1,HND
3181,,1.041453874710514,0,3,5,1,SLV
3187,6.2166061010848646,4.836281906951478,1,3,5,2,SLV
3192,5.303304908059076,3.9318256327243257,1,2,2,3,SLV
3202,6.90875477931522,5.303304908059076,1,2,3,1,SLV
3205,,1.8718021769015913,0,4,5,2,SLV
3207,6.398594934535208,5.707110264748875,0,1,3,1,SLV
3209,,0.9444616086741848,1,2,3,1,SLV
3210,5.707110264748875,4.330733340286331,0,3,5,2,SLV
3213,4.61512051684126,3.5361166994644386,0,4,5,1,SLV
3215,4.61512051684126,4.61512051684126,1,2,4,2,SLV
3216,5.707110264748875,4.110873864173311,1,3,3,2,SLV
3223,6.16541785423142,4.384107800919286,1,3,5,1,SLV
3227,4.795790545596741,3.2188758248682006,1,3,5,1,SLV
3233,4.61512051684126,3.5361166994644386,0,4,5,3,SLV
3234,5.993961427306569,4.394449154672439,1,2,5,2,SLV
3235,5.62040086571715,4.529008825058499,1,4,5,1,SLV
3237,5.5254529391317835,4.151039905898646,1,2,5,2,SLV
3243,3.9318256327243257,2.8716796250726913,0,2,5,1,SLV
3245,5.198497031265826,3.828641396489095,0,4,5,2,SLV
3249,5.5254529391317835,4.434777200019885,1,2,5,2,SLV
3251,4.61512051684126,3.044522437723423,0,2,5,1,SLV
3252,4.61512051684126,3.258096538021482,0,2,5,2,SLV
3256,1.807998073192995,3.7376696182833684,1,3,5,3,HND
3257,1.4813358684713678,3.3440389677045594,0,3,5,3,HND
3262,4.394449154672439,3.713572066704308,1,4,2,1,SLV
3264,4.948759890378168,3.367295829986474,0,4,5,2,SLV
3267,5.303304908059076,3.9318256327243257,0,4,5,1,SLV
3269,5.707110264748875,4.61512051684126,0,2,5,1,SLV
3276,3.4339872044851463,2.772588722239781,0,2,2,1,SLV
3277,5.707110264748875,4.61512051684126,0,2,4,2,SLV
3280,4.795790545596741,2.8982769372457975,1,2,4,2,SLV
3286,5.707110264748875,4.330733340286331,1,4,5,1,SLV
3292,5.860786223465865,4.2626798770413155,1,3,4,1,SLV
3301,5.860786223465865,4.483002552013883,1,2,3,1,SLV
3302,2.0538206108353765,3.1957534075058263,0,3,5,1,HND
3303,2.336672412413831,4.049608668380709,0,4,5,1,HND
3313,,1.1631508098056809,0,2,3,1,GT
3315,,1.041453874710514,1,2,2,3,GT
3318,,1.5404450410185773,0,4,5,1,GT
3324,,0.8649974374866045,0,4,5,3,GT
3325,,0.9444616086741848,1,4,5,3,GT
3329,3.3307274198141568,3.0819099697950434,0,1,1,1,GT
3331,3.2685705321960454,3.6888794541139363,0,3,5,3,GT
3334,3.546691847191796,3.970291913552122,0,2,2,3,GT
3335,3.0548971952322423,3.970291913552122,0,4,5,1,GT
3338,3.546691847191796,3.5115454388310208,1,3,3,1,GT
3340,3.0548971952322423,3.6888794541139363,0,3,4,2,GT
3343,3.942503906677543,4.590056548178043,1,3,3,2,GT
3370,3.87489576024086,3.7243538422003577,1,4,5,1,GT
3374,3.942503906677543,3.5960661543835104,0,3,3,1,GT
3377,4.911134318494713,5.342334251964811,1,1,1,3,GT
3385,2.6806976406517764,5.796057750765372,1,2,2,1,HND
3386,2.6727225295525443,3.295836866004329,0,3,2,2,GT
3387,2.6727225295525443,2.763620052437201,1,3,3,2,GT
3394,3.389245879467294,3.139832617527748,1,2,3,2,GT
3405,3.764054758251886,4.189654742026425,0,2,5,99,GT
3413,3.546691847191796,4.189654742026425,0,2,2,2,GT
3414,3.546691847191796,4.189654742026425,1,2,5,2,GT
3421,2.881957008545115,2.7372493555067026,0,3,4,1,GT
3422,3.546691847191796,3.7917368394784563,0,2,3,1,GT
3423,3.546691847191796,3.7917368394784563,1,2,3,1,GT
3425,3.942503906677543,4.3694478524670215,1,2,3,1,GT
3426,3.546691847191796,3.970291913552122,0,2,3,1,GT
3428,3.2685705321960454,3.3623575484449013,0,2,3,3,GT
3434,,0.9444616086741848,1,4,3,3,GT
3445,3.2685705321960454,2.9299808961368417,1,2,2,2,GT
3449,,0.7419373447293773,0,3,5,1,GT
3451,3.2685705321960454,3.6888794541139363,0,3,3,1,GT
3455,2.417177800516834,4.418840607796598,0,2,5,2,HND
3457,2.8916825650795976,6.018593214496234,1,3,5,1,HND
3459,3.064713971645187,4.418840607796598,1,2,5,1,HND
3460,2.417177800516834,3.7376696182833684,1,2,5,1,HND
3461,2.682314391237391,4.0193815238085255,0,2,5,1,HND
3464,3.064713971645187,4.599152113662528,0,1,5,2,HND
3465,3.064713971645187,4.418840607796598,1,2,3,1,HND
3468,2.7924678784702928,4.820281565605037,1,1,2,2,HND
3471,2.9645253020273414,4.031582240485785,1,2,2,1,HND
3475,,1.041453874710514,0,3,5,3,SLV
3485,,1.1631508098056809,0,2,2,1,SLV
3490,2.6124201534789617,3.907010463604602,0,3,3,2,GT
3501,5.017279836814924,3.6506582412937387,1,3,4,2,SLV
3502,,1.5404450410185773,1,2,3,2,SLV
3507,5.198497031265826,4.110873864173311,1,3,4,2,SLV
3515,2.682314391237391,4.418840607796598,1,2,2,2,HND
3521,5.303304908059076,3.5361166994644386,1,3,5,1,SLV
3534,2.7819827659682113,4.303794786404308,1,2,1,2,HND
3540,5.8888779583328805,4.51085950651685,1,3,3,1,SLV
3544,4.394449154672439,2.6625878267928944,1,4,5,1,SLV
3545,5.993961427306569,4.900324273030434,1,3,4,1,SLV
3553,5.303304908059076,4.214593690422939,0,2,3,1,SLV
3554,,1.5404450410185773,1,3,5,2,SLV
3555,5.62040086571715,4.529008825058499,1,3,5,2,SLV
3557,,1.5404450410185773,1,2,4,2,SLV
3561,,1.041453874710514,1,2,3,1,SLV
3571,5.5254529391317835,4.434777200019885,1,2,3,2,SLV
3573,5.303304908059076,3.9318256327243257,1,3,5,1,SLV
3575,5.303304908059076,4.214593690422939,0,3,2,2,SLV
3583,,1.3217558399823195,0,2,2,2,SLV
3586,5.017279836814924,2.6835090924345395,1,2,2,2,SLV
3588,5.017279836814924,3.6506582412937387,1,4,5,2,SLV
3591,5.5254529391317835,3.9318256327243257,1,2,3,3,SLV
3592,6.398594934535208,5.017279836814924,1,1,1,2,SLV
3605,4.795790545596741,3.044522437723423,0,4,3,2,SLV
3610,5.017279836814924,4.330733340286331,1,3,3,3,SLV
3611,,1.8718021769015913,0,2,5,1,SLV
3614,5.707110264748875,5.017279836814924,0,2,3,1,SLV
3617,5.5254529391317835,3.603165935723175,1,3,5,3,SLV
3621,5.993961427306569,4.394449154672439,1,2,1,2,SLV
3625,,1.041453874710514,0,2,5,2,SLV
3633,5.707110264748875,4.61512051684126,0,3,5,3,SLV
3636,5.5254529391317835,3.9318256327243257,0,2,2,2,SLV
3641,,1.5404450410185773,0,2,2,2,SLV
3650,5.929589143389895,4.330733340286331,1,3,5,1,SLV
3655,5.303304908059076,3.713572066704308,1,2,4,1,SLV
3657,6.68586094706836,4.394449154672439,1,2,2,2,SLV
3660,5.017279836814924,3.110335656356689,0,3,5,2,SLV
3664,,1.1631508098056809,1,2,5,1,SLV
3665,5.303304908059076,4.61512051684126,0,3,5,1,SLV
3676,,1.3217558399823195,0,3,5,1,SLV
3677,,1.5404450410185773,0,4,5,1,SLV
3681,5.303304908059076,4.214593690422939,1,1,5,2,SLV
3695,2.2429767982922004,3.5115454388310208,0,2,5,1,GT
3699,2.2429767982922004,3.5115454388310208,1,4,5,1,GT
3706,3.4545010904783333,5.91350300563827,1,2,2,3,HND
3709,1.4826771472944598,3.068052935133617,0,3,5,1,HND
3713,,1.041453874710514,0,3,5,2,GT
3714,3.9421255433138147,4.590056548178043,0,2,2,3,GT
3716,3.4441548863565603,4.3694478524670215,1,3,5,1,GT
3717,4.77827178597414,5.209486152841421,0,1,1,2,GT
3724,2.7053372042521016,4.727977615544449,1,3,5,1,HND
3728,1.8094492451098336,3.242592351485517,1,3,5,1,HND
3735,3.9421255433138147,4.875197323201151,1,2,3,1,GT
3736,3.7636778575080028,4.189654742026425,0,2,3,1,GT
3738,4.77827178597414,6.1224928095143865,1,1,1,1,GT
3752,2.8815927796305028,3.7917368394784563,0,3,3,1,GT
3754,3.201922445008664,4.5217885770490405,0,3,3,2,GT
3755,3.5217382849772094,4.448516375942715,1,2,2,2,GT
3759,2.782440223952085,3.6888794541139363,1,3,2,3,GT
3763,,,0,3,5,3,GT
3764,,1.3217558399823195,0,3,5,1,GT
3765,,1.1631508098056809,1,2,5,2,GT
3769,4.483927367178333,5.422008838743311,0,2,2,2,GT
3773,,1.1631508098056809,1,4,5,1,HND
3780,3.1309391180747856,3.7669972333778885,0,3,3,3,GT
3782,3.0545295326420487,3.295836866004329,0,3,2,1,GT
3788,3.666963197877023,5.037385409388527,1,2,5,2,HND
3799,3.5463171192975094,3.7917368394784563,0,3,5,1,GT
3801,2.40744966569249,3.295836866004329,0,3,99,1,GT
3813,3.7741169148941482,5.836758157444277,1,2,5,2,HND
3816,3.9421255433138147,4.590056548178043,1,1,4,2,GT
3820,4.445158111701497,4.541773869459739,1,2,5,3,GT
3825,2.927710546425098,3.0204248861443626,1,4,5,3,GT
3826,4.6255218782068095,5.278114659230517,1,4,5,2,GT
3827,3.8745179205427025,4.301358731606427,0,2,2,1,GT
3828,3.2681993705739307,4.590056548178043,0,4,5,3,GT
3834,,1.5404450410185773,1,2,5,2,HND
3837,,1.5404450410185773,1,2,5,2,HND
3838,2.4170461726148105,4.820281565605037,0,2,5,1,HND
3840,3.202040909555317,4.121743536464269,1,3,4,1,GT
3841,5.484796933490655,4.110873864173311,0,3,2,1,SLV
3844,5.017279836814924,3.4339872044851463,0,3,5,1,SLV
3850,,1.5404450410185773,0,3,1,99,SLV
3851,5.666426688112432,4.574710978503383,1,3,3,1,SLV
3862,4.394449154672439,3.044522437723423,0,2,1,3,SLV
3864,5.303304908059076,4.214593690422939,0,3,5,1,SLV
3865,4.2626798770413155,2.917770732084279,1,2,5,2,SLV
3880,2.1586590050868186,4.535284058523925,1,3,4,2,HND
3881,2.682179761812887,4.198704577546343,0,3,2,1,HND
3883,0.3545427975291892,0.9963334394246145,1,1,5,2,HND
3884,2.782556070274889,2.6390573296152584,0,2,5,1,GT
3885,3.763798481202238,4.010358906209431,1,2,2,2,GT
3887,3.2683181572820663,3.907010463604602,0,2,3,2,GT
3911,5.484796933490655,4.110873864173311,0,2,1,2,SLV
3912,5.707110264748875,4.330733340286331,1,3,5,2,SLV
3914,5.707110264748875,4.61512051684126,1,2,3,2,SLV
3917,,1.3217558399823195,1,3,3,1,HND
3918,5.707110264748875,4.330733340286331,1,2,2,2,SLV
3924,5.303304908059076,4.214593690422939,1,4,5,1,SLV
3927,5.017279836814924,3.4339872044851463,0,4,4,2,SLV
3929,5.707110264748875,5.017279836814924,1,4,2,1,SLV
3932,4.61512051684126,2.8716796250726913,1,4,5,1,SLV
3933,5.25227342804663,4.164077900184963,1,2,5,3,SLV
3936,5.62040086571715,4.02535169073515,0,2,2,2,SLV
3937,,0.47692407202134385,1,3,5,1,SLV
3939,3.399060266323763,4.763597422867105,1,2,1,1,HND
3944,5.017279836814924,3.4339872044851463,0,2,5,3,SLV
3947,5.707110264748875,4.110873864173311,0,4,5,1,SLV
3948,7.313886831633462,5.707110264748875,0,3,5,3,SLV
3951,,0.8649974374866045,1,2,1,3,SLV
3954,5.017279836814924,4.330733340286331,0,4,5,1,SLV
3960,5.303304908059076,3.5361166994644386,1,2,4,1,SLV
3962,4.2626798770413155,2.538973871321434,1,1,3,2,SLV
3964,4.61512051684126,3.5361166994644386,1,4,5,1,SLV
3965,4.795790545596741,3.713572066704308,1,4,5,1,SLV
3966,4.394449154672439,2.6625878267928944,1,4,5,1,SLV
3979,,1.3217558399823195,0,3,5,2,SLV
3980,6.042632833682381,3.7612001156935624,1,2,2,2,SLV
3982,6.478509642208569,5.382964840761461,1,2,2,99,SLV
3983,4.61512051684126,3.044522437723423,0,4,5,2,SLV
3994,5.860786223465865,4.767855768548473,0,3,5,2,SLV
3996,4.61512051684126,3.258096538021482,1,3,5,1,SLV
4003,,1.3217558399823195,1,3,4,1,SLV
4004,5.303304908059076,3.5361166994644386,1,3,5,2,SLV
4007,5.993961427306569,4.61512051684126,1,3,5,1,SLV
4018,,1.8718021769015913,1,2,2,2,SLV
4021,5.602118820879701,3.678107357095924,1,4,5,2,SLV
4037,5.303304908059076,3.9318256327243257,0,4,3,2,SLV
4041,,1.1631508098056809,0,2,2,1,HND
4047,1.4825654427465156,2.542726220339748,0,2,5,1,HND
4055,1.6592347126325784,2.8949907035681273,0,4,3,2,HND
4063,2.782556070274889,3.1945831322991562,0,3,5,3,GT
4064,3.0546471993786843,3.6888794541139363,0,2,4,3,GT
4071,2.7387719191280113,4.258445572902527,0,4,5,1,HND
4072,,1.5404450410185773,0,4,5,1,HND
4075,3.202040909555317,3.8394523125933104,0,2,5,1,GT
4079,3.3889923692571067,3.4834354798552676,1,2,3,3,GT
4081,3.7239424976633675,3.970291913552122,0,3,3,1,GT
4084,3.34052125851955,5.392111245986142,1,2,1,2,HND
4085,0.7037255319886846,1.3173014895436534,0,4,5,1,HND
4095,5.027838139657836,6.373319789577012,0,2,3,2,GT
4109,1.5922641845517624,2.548468131277745,0,4,5,1,HND
4118,,0.7985076961177716,1,2,1,2,GT
4126,,2.4849066497880004,0,1,2,1,HND
4129,1.9639765360647152,3.242592351485517,0,2,5,1,HND
4139,,1.3217558399823195,1,2,2,2,HND
4141,2.682179761812887,5.10594547390058,1,2,1,2,HND
4148,2.881709347317511,2.974070776699819,1,4,5,1,GT
4149,2.881709347317511,3.7917368394784563,0,2,3,1,GT
4152,3.2683181572820663,3.5115454388310208,1,2,2,2,GT
4166,3.7239424976633675,3.8192809536981835,1,2,5,2,GT
4167,,1.3217558399823195,0,2,4,2,GT
4171,3.1310572130612884,3.7669972333778885,0,3,5,1,GT
4173,2.682179761812887,4.198704577546343,1,2,5,1,HND
4174,2.4170461726148105,3.9160150266976834,0,3,4,1,HND
4182,3.874638844779414,4.806749559113981,1,2,2,2,GT
4184,3.0546471993786843,3.6888794541139363,0,2,3,1,GT
4185,4.121328855847519,5.056245805348308,0,2,2,1,GT
4186,3.942246635166596,4.590056548178043,0,2,2,2,GT
4194,2.8849459536953947,3.1208954166550558,0,2,2,1,GT
4199,5.135951366532423,4.473541743547678,0,1,2,2,GT
4202,3.2716162716254615,3.5115454388310208,1,2,5,3,GT
4203,3.2716162716254615,3.1208954166550558,0,3,5,1,GT
4204,2.4106822606016682,3.0204248861443626,0,2,5,3,GT
4205,2.8849459536953947,2.974070776699819,0,3,5,1,GT
4220,3.7776638417242276,4.860780927439802,0,1,1,2,HND
4224,2.6856966108649982,4.703506086406838,0,2,2,2,HND
4229,,1.3217558399823195,0,3,5,1,HND
4233,,1.3217558399823195,0,3,2,1,HND
4239,,1.5404450410185773,0,1,2,2,HND
4275,4.228444126739733,4.189654742026425,1,2,5,1,GT
4276,2.6756702498259552,2.6390573296152584,0,2,5,2,GT
4277,4.9142770986486655,5.160969175205609,0,2,2,1,GT
4278,3.727288299330075,4.653960350157523,1,2,2,3,GT
4306,3.0579142702676423,3.970291913552122,0,3,5,1,GT
